name,online_order,book_table,rate,sentiment,votes,location,rest_type,cuisines_cleaned,approx_cost(for two people),listed_in(type),online_order_label,book_table_label
The Chaat Shop,1,0,2.5,Bad,35,4,78,Fast Food,200.0,2,Yes,No
Anda Ka Funda,1,0,3.4,Good,89,32,78,"North Indian, Chinese, Rolls",250.0,2,Yes,No
Shri Vinayaka Ice N Juice,1,0,3.2,Good,11,4,78,"Beverages, Fast Food",150.0,2,Yes,No
My Tea House,1,0,3.6,Good,62,1,81,"Italian, Fast Food, Cafe, European",600.0,2,Yes,No
Ibaco,1,0,3.9,Good,33,32,40,Desserts,300.0,2,Yes,No
Jalaram Sweets,1,0,3.8,Good,32,32,88,"Desserts, Mithai",250.0,2,Yes,No
Samskruti - Sanman Gardenia,1,0,4.1,Excellent,139,32,27,"North Indian, Chinese, South Indian",550.0,2,Yes,No
Bendakaluru Bytes,1,0,3.2,Good,154,87,78,Fast Food,300.0,2,Yes,No
Cocoa Bakes,1,0,3.6,Good,14,1,0,"Bakery, Desserts",350.0,2,Yes,No
Chumma Delicious,1,0,3.7,Good,237,1,78,"South Indian, Fast Food",200.0,2,Yes,No
New Prashanth Hotel,1,0,3.9,Good,388,1,27,"Biryani, North Indian, Seafood, Andhra",650.0,2,Yes,No
SSV Upahar,1,0,3.7,Good,0,32,78,"South Indian, Chinese",300.0,2,Yes,No
Dwaraka Grand,1,0,3.9,Good,128,49,27,"South Indian, Chinese, Street Food, Juices",500.0,2,Yes,No
Gufha - The President Hotel,1,1,4.1,Excellent,1875,32,27,"North Indian, Afghani, Mughlai",1200.0,2,Yes,Yes
Cafe Vivacity,1,0,3.8,Good,90,1,19,Cafe,650.0,2,Yes,No
Tanna's Kitchen,1,0,3.1,Good,7,49,78,"Italian, Chinese, Street Food",250.0,2,Yes,No
Shree Mandarathi Grand,1,0,3.7,Good,38,84,27,"South Indian, North Indian",400.0,2,Yes,No
Mojo Pizza - 2X Toppings,1,0,4.2,Excellent,179,1,39,Pizza,600.0,2,Yes,No
Iceberg Icecreams,1,0,4.0,Excellent,43,4,40,"Desserts, Ice Cream",250.0,2,Yes,No
South Kitchen,1,0,4.3,Excellent,275,4,78,South Indian,100.0,2,Yes,No
Chung Wah,1,0,3.7,Good,323,32,27,"Chinese, Thai, Momos",850.0,2,Yes,No
Shanthi Sagar,1,0,3.1,Good,28,84,27,"South Indian, North Indian, Chinese",400.0,2,Yes,No
Millet Mama,1,0,3.9,Good,18,4,78,"South Indian, Healthy Food",200.0,2,Yes,No
Bangarpet Chat Express,1,0,3.3,Good,6,4,78,"Street Food, Fast Food",100.0,2,Yes,No
South Cool Point,1,0,3.7,Good,0,4,40,Beverages,100.0,2,Yes,No
Prems Graama Bhojanam,1,0,4.3,Excellent,322,32,27,South Indian,400.0,2,Yes,No
Java City,1,0,2.6,Bad,157,32,19,"Cafe, American, Pizza",450.0,2,Yes,No
Kamat Bugle Rock,1,0,3.9,Good,543,4,78,"South Indian, Fast Food",300.0,2,Yes,No
Woodee Pizza,1,0,3.7,Good,180,1,19,"Cafe, Pizza, Fast Food, Beverages",500.0,2,Yes,No
Puliyogare Point,1,0,4.2,Excellent,444,4,78,South Indian,100.0,2,Yes,No
Bangalore Agarwal Bhavan,1,0,3.9,Good,134,32,78,"Street Food, North Indian, South Indian",400.0,2,Yes,No
Rustic Stove,1,0,3.8,Good,577,32,27,"North Indian, South Indian, Biryani, Beverages",900.0,2,Yes,No
Udupi Ruchi Grand,1,0,4.2,Excellent,60,1,78,"South Indian, North Indian, Chinese, Street Food",200.0,2,Yes,No
De Thaali,1,0,3.9,Good,144,32,27,"North Indian, Chinese, Rolls",550.0,2,Yes,No
Spice Elephant,1,0,4.1,Excellent,787,1,27,"Chinese, North Indian, Thai",800.0,2,Yes,No
Just Thindi,1,0,3.6,Good,16,4,78,South Indian,200.0,2,Yes,No
Matru Sagar,1,0,3.6,Good,84,1,78,"South Indian, North Indian, Chinese",250.0,2,Yes,No
Vasanth Vihar - Since 1965,1,0,3.6,Good,95,1,78,"South Indian, Street Food",150.0,2,Yes,No
Sea Spice by 7 Star,1,1,4.0,Excellent,349,1,27,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,2,Yes,Yes
Desi Dawat,1,0,3.7,Good,248,49,78,"North Indian, Fast Food",400.0,2,Yes,No
Cafe Aira,1,0,4.1,Excellent,216,4,19,"Cafe, Continental, Beverages, Desserts",500.0,2,Yes,No
Donne Biriyani combos,1,0,3.7,Good,0,49,27,Biryani,400.0,2,Yes,No
Penthouse Cafe,1,0,4.0,Excellent,324,1,19,"Cafe, Italian, Continental",700.0,2,Yes,No
Mast Punjabi,1,0,2.6,Bad,231,49,78,"North Indian, Chinese, Rolls, Biryani, Kebab",400.0,2,Yes,No
South Grand,1,0,3.4,Good,102,84,27,"South Indian, North Indian, Chinese, Beverages",400.0,2,Yes,No
Catch-up-ino,1,0,3.9,Good,133,1,19,"Cafe, Fast Food, Continental, Chinese, Momos",800.0,2,Yes,No
The Pizzeria,1,0,2.8,Bad,45,1,27,"Pizza, Italian, Salad",800.0,2,Yes,No
Cafe Zone,1,0,3.9,Good,149,49,78,"Fast Food, Chinese, Rolls",300.0,2,Yes,No
Ruchis Point,1,0,3.8,Good,75,1,78,"Fast Food, Chinese",200.0,2,Yes,No
Firangi Bake,1,0,4.0,Excellent,53,68,39,"Mexican, Italian",600.0,2,Yes,No
The Royal Corner - Pai Viceroy,1,1,4.2,Excellent,815,32,27,"North Indian, Chinese",900.0,2,Yes,Yes
Hara Fine Dine,1,1,4.0,Excellent,633,1,27,"North Indian, Chinese",800.0,2,Yes,Yes
Chocoberry,1,0,3.5,Good,56,32,40,"Ice Cream, Desserts, Beverages",400.0,2,Yes,No
Dakshin Grand,1,0,3.0,Good,82,1,78,"South Indian, North Indian, Chinese, Street Food",300.0,2,Yes,No
Sandwichwallas,1,0,3.7,Good,35,32,78,Fast Food,200.0,2,Yes,No
Chai Mane,1,0,3.6,Good,20,4,78,"Juices, Fast Food",150.0,2,Yes,No
SLV Upachar,1,0,3.1,Good,14,49,78,"South Indian, Chinese, Street Food",250.0,2,Yes,No
Waffle-A-Go Go,1,0,3.9,Good,70,1,40,"Fast Food, Desserts, Ice Cream",400.0,2,Yes,No
Cross Road Cafe,1,0,3.9,Good,91,32,19,"Cafe, Fast Food, Chinese",300.0,2,Yes,No
Anand Donne Biriyani,1,0,3.6,Good,45,32,78,Biryani,200.0,2,Yes,No
Seven Star,1,0,3.4,Good,7,1,78,"North Indian, Chinese",250.0,2,Yes,No
Stop 'N' Joy,1,0,3.8,Good,28,1,78,Fast Food,150.0,2,Yes,No
Sri Yaksha Shiv Sagar,1,0,3.6,Good,24,1,27,"North Indian, Chinese",600.0,2,Yes,No
Fudge,1,0,3.8,Good,36,4,40,"Desserts, Momos",200.0,2,Yes,No
Just Bunny,1,0,3.5,Good,11,32,78,Fast Food,200.0,2,Yes,No
Bakers Town,1,0,3.8,Good,77,49,19,"Cafe, Continental, Fast Food",650.0,2,Yes,No
Shree Mahalakshmi Sweets,1,0,3.2,Good,8,1,88,"Mithai, Street Food",100.0,2,Yes,No
Kaapi Kendra,1,0,3.7,Good,14,32,78,South Indian,100.0,2,Yes,No
Ivy,1,0,3.8,Good,210,49,27,"North Indian, Chinese, Fast Food",600.0,2,Yes,No
The Airos,1,0,4.1,Excellent,130,32,19,"Cafe, Italian, Pizza",650.0,2,Yes,No
Chai Kraft,1,0,4.1,Excellent,30,32,14,"Beverages, Tea",100.0,2,Yes,No
Kirthi's Biryani,1,0,3.8,Good,144,1,19,"Chinese, Cafe, Italian",700.0,2,Yes,No
South Point Pub,1,0,3.4,Good,11,4,8,"North Indian, Seafood, Chinese",800.0,2,Yes,No
The Trundle,1,0,3.7,Good,133,32,27,"Chinese, Thai, Continental, North Indian",700.0,2,Yes,No
The Krishna Grand Xpress,1,0,4.0,Excellent,136,32,78,"South Indian, Fast Food",350.0,2,Yes,No
Sri Krishna Darshini,1,0,3.1,Good,4,4,78,"South Indian, North Indian, Chinese",200.0,2,Yes,No
Shringar Sweets & Snacks,1,0,3.5,Good,11,4,90,"Mithai, South Indian, Street Food, Fast Food",200.0,2,Yes,No
Udupi Grand,1,0,3.8,Good,74,4,78,"South Indian, North Indian, Chinese",300.0,2,Yes,No
Ganesh Grand,1,0,3.7,Good,30,4,78,"South Indian, North Indian, Desserts",300.0,2,Yes,No
Shreyas Upahar & Burger Point,1,0,3.0,Good,7,4,78,"South Indian, Burger",200.0,2,Yes,No
Coffee Tindi,1,0,3.8,Good,75,1,26,"Cafe, South Indian",200.0,2,Yes,No
Little Cafe,1,0,3.7,Good,54,4,19,"Cafe, Beverages",600.0,2,Yes,No
Mumbai Badam Milk & Lassi Center,1,0,3.6,Good,23,4,59,"Beverages, Desserts",100.0,2,Yes,No
Sri Krishna Sagar,1,0,3.2,Good,119,1,27,"North Indian, Chinese",400.0,2,Yes,No
Mylari Biryani Family Restaurant,1,0,3.7,Good,73,1,78,"Biryani, Fast Food",400.0,2,Yes,No
1980s Games Cafe,1,0,3.4,Good,58,4,19,"Cafe, Fast Food",400.0,2,Yes,No
Kadala Tarangaa,1,0,3.6,Good,129,1,27,"Mangalorean, Seafood, North Indian",600.0,2,Yes,No
Namma Biryani,1,0,3.6,Good,24,1,78,"Biryani, Chinese, North Indian",250.0,2,Yes,No
Nandhanu's Rasoi,1,0,3.0,Good,175,49,78,"Chinese, North Indian",400.0,2,Yes,No
Hotel Pork Paradise,1,0,3.7,Good,21,57,78,South Indian,300.0,2,Yes,No
As On Fire,1,0,3.5,Good,41,80,58,"Pizza, Fast Food, BBQ",400.0,2,Yes,No
J K Fish Land,1,0,3.6,Good,35,32,78,"Seafood, Mangalorean",300.0,2,Yes,No
Curry Leaves,1,0,4.1,Excellent,176,4,27,"Andhra, North Indian, Chinese",800.0,2,Yes,No
Lassi Shop,1,0,3.5,Good,45,1,14,"Beverages, Ice Cream, Fast Food",300.0,2,Yes,No
Magic Meals,1,0,3.7,Good,47,32,82,"Fast Food, Desserts, Beverages",400.0,2,Yes,No
Desi Cream Junction,1,1,3.7,Good,36,32,27,"Chinese, North Indian, Pizza, Italian",650.0,2,Yes,Yes
Drunken Monkey,1,0,3.8,Good,52,49,17,"Beverages, Fast Food",400.0,2,Yes,No
Ruchi's Corner,1,0,2.7,Bad,123,1,78,Fast Food,200.0,2,Yes,No
Tandoori Bytes,1,0,3.6,Good,59,49,27,North Indian,700.0,2,Yes,No
Bangalore Donne Biriyani,1,0,3.2,Good,4,49,78,"South Indian, Biryani",300.0,2,Yes,No
SGS Non Veg - Gundu Pulav,1,0,3.8,Good,101,1,78,"Biryani, Fast Food",400.0,2,Yes,No
Keventers,1,0,3.7,Good,54,1,16,"Desserts, Beverages, Ice Cream",400.0,2,Yes,No
Sree Sagar,1,0,3.5,Good,0,1,78,South Indian,200.0,2,Yes,No
Navi Food Point,1,0,3.6,Good,22,4,78,Fast Food,200.0,2,Yes,No
Shawarma Inc,1,0,3.1,Good,31,1,91,"Rolls, Lebanese",250.0,2,Yes,No
The Cafe Nuts and Bolts,1,0,3.0,Good,29,49,19,"Cafe, Fast Food, Chinese",500.0,2,Yes,No
AM WOW,1,0,3.4,Good,6,32,14,Beverages,100.0,2,Yes,No
Lalbagh Grand,1,0,3.0,Good,22,4,78,"South Indian, North Indian, Chinese",250.0,2,Yes,No
Funjabi Curries,1,0,2.9,Bad,11,1,78,North Indian,500.0,2,Yes,No
Eat Repeat,1,0,3.9,Good,101,4,78,South Indian,150.0,2,Yes,No
Salut,1,1,4.1,Excellent,442,32,76,"Continental, Finger Food, Seafood, Pizza",1200.0,2,Yes,Yes
Nammura Donne Biriyani,1,0,3.5,Good,155,4,78,"Biryani, Fast Food",400.0,2,Yes,No
Lassi Stop,1,0,3.4,Good,12,1,17,"Beverages, Fast Food, Juices",150.0,2,Yes,No
Dakshin Kitchen,1,0,3.6,Good,15,4,78,South Indian,100.0,2,Yes,No
Sri Sai Cafe,1,0,3.5,Good,10,4,78,South Indian,200.0,2,Yes,No
Sri Sai 99 Variety Dosa,1,0,3.8,Good,25,1,78,South Indian,300.0,2,Yes,No
Utsav Restaurant,1,0,3.8,Good,61,1,78,"North Indian, Chinese",300.0,2,Yes,No
Crunch and Munch,1,0,3.7,Good,23,84,78,"Chinese, Street Food, Ice Cream",300.0,2,Yes,No
Food Geek,1,0,3.8,Good,25,4,78,"Sandwich, Fast Food, Rolls",350.0,2,Yes,No
Sri Krishna Aramane,1,0,3.7,Good,40,49,78,"South Indian, North Indian, Chinese, Fast Food",200.0,2,Yes,No
Great Indian Rolls,1,0,3.3,Good,4,4,78,Rolls,100.0,2,Yes,No
Chats Point,1,0,3.4,Good,8,4,78,"Fast Food, Street Food",150.0,2,Yes,No
Food Point,1,0,3.5,Good,32,49,78,"North Indian, Chinese",300.0,2,Yes,No
Swarga Ruchi,1,0,3.3,Good,10,4,78,South Indian,200.0,2,Yes,No
Kolkata King,1,0,3.4,Good,6,4,78,"Fast Food, Rolls",300.0,2,Yes,No
Sandwich Mama's And Frozen Monster,1,0,3.8,Good,53,32,78,"Ice Cream, Beverages, Fast Food",250.0,2,Yes,No
New Rajadhani Spicy,1,0,3.7,Good,67,49,27,North Indian,700.0,2,Yes,No
Big Mishra Pedha,1,0,2.9,Bad,23,32,88,Mithai,250.0,2,Yes,No
VEGeatz,1,0,3.4,Good,19,1,78,"South Indian, North Indian",200.0,2,Yes,No
Foodizo,1,0,3.6,Good,24,1,78,"Desserts, Fast Food, Continental",300.0,2,Yes,No
Food Springs,1,0,4.0,Excellent,232,32,78,"South Indian, Chinese",400.0,2,Yes,No
Chung's Chinese Corner,1,0,3.9,Good,221,32,27,Chinese,700.0,2,Yes,No
Eurasia Pasta and Barbeque by Little Italy,1,1,4.1,Excellent,1063,32,28,"Italian, Fast Food, Salad, BBQ",1200.0,2,Yes,Yes
Goli Vada Pav No. 1,1,0,3.7,Good,93,4,78,Street Food,200.0,2,Yes,No
Ragoo's,1,0,3.9,Good,233,32,27,"Italian, Pizza, North Indian, Salad",800.0,2,Yes,No
Pure & Natural,1,0,3.9,Good,211,32,27,"Fast Food, Continental, Beverages, Salad, Healthy Food",500.0,2,Yes,No
Maiyas,1,0,4.0,Excellent,1778,32,78,"North Indian, South Indian, Fast Food, Juices",200.0,2,Yes,No
Sip n Dine,1,0,3.6,Good,218,87,27,"North Indian, Chinese, South Indian",800.0,2,Yes,No
Cafe Mondo,1,0,3.7,Good,514,4,19,"Cafe, Italian, Beverages",600.0,2,Yes,No
Jalpaan,1,1,4.0,Excellent,866,32,27,"North Indian, Continental",900.0,2,Yes,Yes
Kataria's Pakwan,1,0,3.2,Good,96,49,78,North Indian,400.0,2,Yes,No
Juicy Momos,1,0,3.5,Good,80,1,78,"Tibetan, Momos",250.0,2,Yes,No
Amande Patisserie,1,0,4.0,Excellent,73,4,0,"Bakery, French, Desserts",300.0,2,Yes,No
Anand Sweets and Savouries,1,0,3.9,Good,84,32,88,"Mithai, Street Food",400.0,2,Yes,No
Chicken Hunt,1,0,3.5,Good,88,1,78,"South Indian, North Indian, Chinese, Biryani",350.0,2,Yes,No
Swadesh Tadka,1,0,3.5,Good,179,1,27,"North Indian, Chinese, Beverages",600.0,2,Yes,No
Cane-O-La,1,0,3.8,Good,61,4,78,Juices,100.0,2,Yes,No
New Biryani Mane,1,0,3.7,Good,128,84,27,"North Indian, Chinese, Biryani, South Indian",450.0,2,Yes,No
Upahara Darshini,1,0,3.8,Good,339,32,78,"South Indian, North Indian, Chinese",400.0,2,Yes,No
Karnataka Bhel House,1,0,4.1,Excellent,449,4,78,Street Food,100.0,2,Yes,No
Sreeraj Lassi Bar,1,0,4.1,Excellent,210,32,42,Beverages,150.0,2,Yes,No
Juice Junction Food Court,1,0,3.7,Good,57,4,78,"Juices, South Indian, Chinese, Fast Food",200.0,2,Yes,No
Bunt's Biriyani Palace,1,0,3.0,Good,213,1,78,"North Indian, South Indian, Chinese, Biryani, Seafood",400.0,2,Yes,No
Chai Point,1,0,3.2,Good,208,32,17,"Tea, Beverages, Fast Food",250.0,2,Yes,No
Janahaar,1,0,3.8,Good,70,1,78,South Indian,100.0,2,Yes,No
Redberrys,1,0,4.0,Excellent,219,4,19,"Cafe, Italian",600.0,2,Yes,No
Utsav,1,0,3.7,Good,59,1,78,"North Indian, Street Food",200.0,2,Yes,No
Meat And Eat,1,0,3.1,Good,10,1,78,"Fast Food, Burger",500.0,2,Yes,No
Snacks Bite,1,0,3.0,Good,9,49,78,"Fast Food, Momos",400.0,2,Yes,No
The Spice Saga,1,0,3.7,Good,124,49,27,"Biryani, North Indian, Chinese, Seafood",750.0,2,Yes,No
Dakshin Cafe,1,0,3.7,Good,19,49,78,South Indian,100.0,2,Yes,No
Mr. Parathewala,1,0,3.0,Good,0,32,92,North Indian,300.0,2,Yes,No
Kaulige Millet Corner,1,0,3.3,Good,4,4,78,"Healthy Food, South Indian",150.0,2,Yes,No
Ifruit Ice Cream,1,0,3.3,Good,4,49,40,"Desserts, Ice Cream",150.0,2,Yes,No
Havmor,1,0,3.8,Good,21,4,40,"Ice Cream, Desserts",200.0,2,Yes,No
Grand Food,1,0,3.4,Good,8,1,79,"South Indian, Bakery, Chinese",250.0,2,Yes,No
Dining Hut,1,0,3.5,Good,10,49,78,"North Indian, Chinese, South Indian",400.0,2,Yes,No
7 Hills Garden Restaurant,1,0,3.0,Good,0,1,78,"North Indian, Mughlai, Chinese",400.0,2,Yes,No
Desi Swaad,1,0,3.5,Good,10,49,78,North Indian,400.0,2,Yes,No
Yummy Momos,1,0,3.2,Good,4,49,78,"Momos, Tibetan, Chinese",200.0,2,Yes,No
Masale Daan,1,0,3.1,Good,4,1,39,North Indian,350.0,2,Yes,No
Sri Manjunatha Tandoori Corner,1,0,3.7,Good,0,84,78,Mughlai,300.0,2,Yes,No
Grow Fit,1,0,3.6,Good,16,29,92,"Healthy Food, North Indian, Thai",500.0,2,Yes,No
The House Of Vadapav,1,0,5.0,Excellent,0,1,78,Other,150.0,2,Yes,No
Cutcakes,1,0,3.7,Good,0,49,92,Bakery,300.0,2,Yes,No
Lassi Spot,1,0,3.3,Good,4,49,14,Other,100.0,2,Yes,No
Sandwich Hub,1,0,3.4,Good,12,32,78,"Fast Food, Sandwich",300.0,2,Yes,No
Healthy Bakes 'n' Brew,1,0,3.7,Good,0,32,0,Bakery,150.0,2,Yes,No
Udupi Sri Krishna Cafe,1,0,3.9,Good,14,32,27,"North Indian, South Indian",600.0,2,Yes,No
Starlite Bakery & Fastfood,1,0,3.7,Good,0,32,78,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300.0,2,Yes,No
Veganbreak24x7,1,0,2.8,Bad,5,13,92,"South Indian, Chinese, Continental, Biryani",199.0,2,Yes,No
Aadhya Hotel,1,0,3.3,Good,5,4,28,"South Indian, North Indian, Chinese, Biryani",800.0,2,Yes,No
Dodda Mane Baaduta,1,0,3.5,Good,15,1,78,"North Indian, South Indian, Chinese, Biryani",250.0,2,Yes,No
Swadd Kitchen,1,0,3.4,Good,4,4,27,"North Indian, Fast Food",500.0,2,Yes,No
Nandini Milk Parlour and Restaurant,1,0,3.7,Good,0,57,46,"Sandwich, Rolls, South Indian, Ice Cream",250.0,2,Yes,No
Happy Chopsticks,1,0,3.6,Good,17,4,78,"Chinese, Fast Food",300.0,2,Yes,No
Sai Super Sandwich,1,0,3.7,Good,0,1,78,"Sandwich, Beverages",200.0,2,Yes,No
Right Pizza,1,0,3.7,Good,0,4,78,Pizza,300.0,2,Yes,No
Udupi Upachar,1,0,3.3,Good,6,1,78,"South Indian, North Indian",500.0,2,Yes,No
Davanagere Benne Dose Hut,1,0,3.4,Good,10,1,78,South Indian,100.0,2,Yes,No
The Sip Shop,1,0,5.0,Excellent,0,4,78,"Pizza, Beverages, Ice Cream",200.0,2,Yes,No
Jalsa,1,1,4.1,Excellent,775,1,27,"North Indian, Mughlai, Chinese",800.0,2,Yes,Yes
Subz,1,1,4.2,Excellent,2022,32,27,"North Indian, South Indian",1000.0,2,Yes,Yes
Rajastani Rasoi,1,0,3.7,Good,0,4,78,North Indian,100.0,2,Yes,No
Sri Banashankari Upahara,1,0,3.7,Good,0,49,78,"North Indian, South Indian",150.0,2,Yes,No
Cafe Shuffle,1,1,4.2,Excellent,150,1,19,"Cafe, Italian, Continental",600.0,2,Yes,Yes
Mint and Mustard,1,0,4.0,Excellent,232,4,27,"North Indian, Chinese",750.0,2,Yes,No
Chinese Square,1,0,3.9,Good,38,4,78,Chinese,200.0,2,Yes,No
Hyderabad Express,1,0,4.5,Excellent,0,1,78,"Hyderabadi, Biryani, South Indian, Andhra, Beverages",300.0,2,Yes,No
Punjabi Raswada,1,1,3.5,Good,431,32,27,North Indian,800.0,2,Yes,Yes
Vinny's,1,1,4.2,Excellent,2115,1,27,"Pizza, Italian, Continental, Desserts",800.0,2,Yes,Yes
Chetty's Corner,1,0,3.4,Good,30,84,78,"Fast Food, Burger, Pizza",200.0,2,Yes,No
Kapoor's Cafe,1,0,4.2,Excellent,150,32,27,North Indian,800.0,2,Yes,No
Donne Biryani & Kabab Corner,1,0,3.3,Good,12,49,78,"Chinese, Biryani",200.0,2,Yes,No
Sukh Sagar,1,0,3.8,Good,155,32,27,"South Indian, North Indian, Chinese, Street Food",450.0,2,Yes,No
S M V Snacks Corner,1,0,3.7,Good,33,4,78,Fast Food,200.0,2,Yes,No
Andhra Ruchulu,1,1,4.1,Excellent,666,32,28,"Andhra, Biryani, North Indian, Chinese",1000.0,2,Yes,Yes
The Samosa Co,1,0,4.0,Excellent,0,32,78,"Fast Food, Mithai",200.0,2,Yes,No
Steaming Mugs,1,0,3.9,Good,240,4,19,Cafe,700.0,2,Yes,No
San Churro Cafe,1,0,3.8,Good,918,1,22,"Cafe, Mexican, Italian",800.0,2,Yes,No
Rajathadri Food Fort,1,0,4.0,Excellent,465,32,27,"South Indian, North Indian, Chinese, Street Food",600.0,2,Yes,No
Brew Meister,1,1,4.1,Excellent,970,32,69,"North Indian, Continental, Finger Food, American, Asian",1500.0,2,Yes,Yes
Rasoi,1,0,3.3,Good,128,1,78,"North Indian, Chinese",300.0,2,Yes,No
Mr. Singh Da Dhaba,1,0,3.6,Good,241,49,78,"North Indian, Chinese",300.0,2,Yes,No
Kababs N Biryani,1,0,3.4,Good,22,1,78,South Indian,200.0,2,Yes,No
Ayodhya Upachar,1,0,4.3,Excellent,734,1,78,"South Indian, North Indian, Chinese, Street Food",200.0,2,Yes,No
Biriyani Mane,1,0,3.8,Good,130,32,78,"North Indian, Biryani",400.0,2,Yes,No
Cafe Ajfan,1,0,4.2,Excellent,261,32,19,"Cafe, Continental, Beverages",700.0,2,Yes,No
Brundhavana Food Point,1,0,4.0,Excellent,191,49,78,"South Indian, North Indian, Chinese, Street Food, Beverages",300.0,2,Yes,No
SLV Corner Restaurant,1,0,4.1,Excellent,364,4,27,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550.0,2,Yes,No
Biryani Royals Garden,1,0,3.7,Good,0,49,78,"North Indian, Biryani, Mughlai",500.0,2,Yes,No
Hotel New Karavali,1,0,3.8,Good,133,1,78,"Mangalorean, South Indian, North Indian",300.0,2,Yes,No
The Krishna Grand,1,0,3.9,Good,888,1,27,"North Indian, South Indian, Chinese, Fast Food, Juices",750.0,2,Yes,No
360 Atoms Restaurant And Cafe,1,0,3.1,Good,13,1,19,"Cafe, Chinese, Continental, Italian",400.0,2,Yes,No
Roti Ghar,1,0,3.9,Good,750,4,27,"North Indian, Chinese, South Indian",500.0,2,Yes,No
The Coffee Shack,1,1,4.2,Excellent,164,1,19,"Cafe, Chinese, Continental, Italian",500.0,2,Yes,Yes
Multi Snacky Hub,0,0,3.7,Good,0,4,78,Fast Food,200.0,2,No,No
Kettle & Kegs,1,0,3.2,Good,6,1,39,"Tea, Beverages",200.0,2,Yes,No
Baisakhi,1,0,3.8,Good,527,4,27,North Indian,500.0,2,Yes,No
Corner House Ice Cream,0,0,4.3,Excellent,345,1,40,"Ice Cream, Desserts",400.0,3,No,No
Poonam Sweets,0,0,4.4,Excellent,356,1,88,Mithai,150.0,3,No,No
XO Belgian Waffle,1,0,3.7,Good,17,1,40,"Desserts, Beverages",400.0,3,Yes,No
Old Mumbai Ice Cream,1,0,3.9,Good,38,1,40,Ice Cream,150.0,3,Yes,No
Cake of the Day,0,0,3.7,Good,78,1,3,Bakery,150.0,3,No,No
Amma's Pastries,0,0,3.8,Good,60,1,40,Bakery,400.0,3,No,No
Kanti Sweets,1,0,4.0,Excellent,115,1,88,"Mithai, Street Food",400.0,3,Yes,No
Sugar Rush,0,0,3.8,Good,39,1,0,"Bakery, Desserts",300.0,3,No,No
Polar Bear,1,0,3.9,Good,116,1,40,"Ice Cream, Desserts, Beverages, Sandwich",400.0,3,Yes,No
San Churro Cafe,1,0,3.8,Good,918,1,22,"Cafe, Mexican, Italian",800.0,3,Yes,No
Anand Sweets and Savouries,0,0,3.7,Good,46,1,90,"Mithai, Street Food",400.0,3,No,No
Ibaco,1,0,3.9,Good,41,1,40,Desserts,300.0,3,Yes,No
Kirthi's Biryani,1,0,3.8,Good,144,1,19,"Chinese, Cafe, Italian",700.0,3,Yes,No
The Lassi and Juice Park,0,0,3.8,Good,28,1,16,"Juices, Desserts",150.0,3,No,No
Stoned Monkey,1,0,4.3,Excellent,860,1,40,"Desserts, Ice Cream",500.0,3,Yes,No
Parimala Sweets,0,0,3.5,Good,14,1,88,"Mithai, Street Food",200.0,3,No,No
The Big O Bakes,0,0,4.0,Excellent,66,1,0,"Bakery, Desserts",300.0,3,No,No
Shree Mahalakshmi Sweets,1,0,3.2,Good,8,1,88,"Mithai, Street Food",100.0,3,Yes,No
Keventers,1,0,3.7,Good,54,1,16,"Desserts, Beverages, Ice Cream",400.0,3,Yes,No
Dessert Rose,0,0,3.5,Good,7,1,40,Desserts,500.0,3,No,No
Thanco's Natural Ice Creams,0,0,3.2,Good,9,1,40,Ice Cream,300.0,3,No,No
Corner Stone,0,0,3.6,Good,42,1,17,"Beverages, Juices, Desserts, Italian",300.0,3,No,No
Kaggis,0,0,3.8,Good,64,1,78,"Fast Food, Bakery",250.0,3,No,No
Cocoa Bakes,1,0,3.6,Good,14,1,0,"Bakery, Desserts",350.0,3,Yes,No
Floured-Baked With Love,0,0,3.8,Good,45,1,92,Bakery,400.0,3,No,No
CAFE NOVA,0,0,3.2,Good,11,1,19,"Cafe, Bakery",600.0,3,No,No
Cakes & Slices,0,0,3.5,Good,13,1,0,"Bakery, Desserts",300.0,3,No,No
Arun Ice Cream,0,0,3.4,Good,7,1,40,"Ice Cream, Desserts",150.0,3,No,No
Just Bake,0,0,3.4,Good,8,1,0,"Bakery, Desserts",400.0,3,No,No
Dharwad Line Bazaar Mishra Pedha,0,0,3.7,Good,0,1,40,Mithai,150.0,3,No,No
Cake Bite,0,0,1.0,Bad,0,1,0,Bakery,300.0,3,No,No
Kwality Wall's Swirl's Happiness Station,0,0,2.9,Bad,25,1,40,"Ice Cream, Desserts",200.0,3,No,No
Melting Melodies,0,0,3.7,Good,0,1,0,Bakery,300.0,3,No,No
Sweet N Swirl,0,0,3.2,Good,17,1,40,"Desserts, Ice Cream",150.0,3,No,No
Me And My Cake,0,0,1.0,Bad,0,1,39,"Bakery, Desserts",500.0,3,No,No
Mukesh Sweet Centre,0,0,3.7,Good,0,1,88,Mithai,300.0,3,No,No
Darkolates,0,0,3.7,Good,0,1,38,Desserts,200.0,3,No,No
Sai Super Sandwich,1,0,3.7,Good,0,1,78,"Sandwich, Beverages",200.0,3,Yes,No
